Subject / Topic,Complexity (1-10),Relevance (1-10),Study Time (mins),Learning Method,Stress Level,Sleep Hours,Recall Score (1hr),Recall Score (1day),Recall Score (1week),Days Since Learning,Forgetfulness Probability (%)
Metallurgy - Advanced,7,9,106,Practical,5,8.5,10.0,10.0,9.3,27,4.3
Dream Analysis - Lab,7,5,99,Practical,3,7.8,10.0,10.0,9.4,19,6.6
3D Animation - Theory,4,5,76,Practical,1,9.0,10.0,10.0,9.5,30,0.8
Political Philosophy - Lab,8,6,112,Practical,8,7.5,10.0,10.0,8.8,25,17.4
Astrophysics - Applications,6,6,89,Practical,6,7.9,10.0,9.9,8.8,24,9.5
Fictional Languages - Applications,7,5,105,Video,7,7.1,10.0,10.0,9.1,24,6.7
Molecular Biology - Theory,9,8,117,Video,3,7.7,10.0,9.6,8.7,10,3.8
Speech Recognition - Advanced,6,6,100,Video,4,8.4,10.0,10.0,8.8,13,9.6
Visual Perception - Theory,6,7,82,Video,7,7.1,10.0,9.3,8.2,24,18.4
Cellular Automata - Intro,6,6,87,Practical,8,7.4,10.0,9.9,8.8,28,3.9
Virtual Reality Ethics - Applications,8,5,110,Video,5,7.6,10.0,10.0,8.9,19,16.6
Game Development - Concepts,3,8,56,Audio,6,8.4,10.0,10.0,8.3,13,11.7
Moral Philosophy - Theory,4,5,71,Video,6,8.2,10.0,10.0,9.4,18,6.4
Behavioral Economics - Applications,5,8,79,Practical,9,6.2,10.0,10.0,9.3,29,11.5
Quantum Theology - Lab,4,6,71,Audio,1,9.0,10.0,10.0,8.8,23,3.0
Interstellar Politics - Theory,7,7,95,Video,6,7.0,10.0,10.0,8.7,14,7.1
Urban Planning - Advanced,4,7,64,Text,2,9.0,10.0,10.0,8.1,9,20.2
Remote Sensing - Concepts,5,5,79,Practical,5,7.9,10.0,10.0,9.2,19,10.9
Photosynthesis - Lab,3,8,63,Practical,2,8.8,10.0,10.0,8.8,13,0.0
Mythology - Theory,7,6,109,Practical,6,8.2,10.0,10.0,9.1,12,9.9
Computational Linguistics - Theory,3,8,50,Audio,5,8.2,10.0,9.9,8.7,9,9.2
Financial Markets - Theory,7,8,99,Video,5,7.4,10.0,10.0,9.6,24,4.5
Quantum Entanglement - Concepts,5,8,82,Video,8,6.8,10.0,9.2,8.2,10,17.7
Neural Networks - Workshop,3,6,61,Practical,4,8.5,10.0,10.0,9.0,22,14.3
Cellular Automata - Lab,5,8,73,Text,6,8.2,10.0,10.0,9.3,23,3.5
Neural Networks - Applications,5,7,76,Video,4,8.7,10.0,10.0,8.9,16,19.7
3D Animation - Concepts,8,5,109,Video,6,7.6,10.0,9.7,9.0,19,13.9
Biomechanics - Workshop,4,9,83,Audio,4,8.1,10.0,9.9,8.9,29,8.9
Quantum Computing - Advanced,7,8,104,Audio,6,8.7,10.0,10.0,9.1,9,4.9
Ethical Hacking - Lab,6,7,91,Video,6,8.2,10.0,10.0,9.2,19,11.8
Biomechanics - Intro,6,7,76,Video,10,6.4,10.0,10.0,8.9,8,11.2
Phonetics - Lab,3,5,53,Text,3,8.6,10.0,10.0,8.9,27,15.6
Geospatial Analysis - Intro,5,5,73,Practical,3,8.1,10.0,9.5,8.7,29,14.6
Behavioral Neuroscience - Intro,4,9,71,Practical,3,8.4,10.0,10.0,9.3,23,0.0
Blockchain Security - Advanced,7,9,99,Text,9,6.5,10.0,10.0,9.0,23,8.1
Syntax and Semantics - Lab,3,9,56,Text,3,8.4,10.0,9.9,8.8,14,12.3
AI Narratives - Advanced,5,6,81,Audio,6,8.3,10.0,10.0,8.8,27,3.1
Extraterrestrial Agriculture - Intro,8,6,102,Video,9,6.2,10.0,9.3,8.5,30,19.8
Antimatter - Applications,6,7,85,Text,8,7.0,10.0,9.3,8.6,17,12.1
Game Development - Intro,6,5,89,Video,3,8.1,10.0,9.7,8.8,9,5.3
Ancient Civilizations - Applications,7,8,109,Audio,7,7.5,10.0,10.0,9.0,24,6.8
Forensic Science - Workshop,7,5,104,Text,8,7.8,10.0,10.0,9.6,13,1.8
Philosophy of Mind - Applications,7,6,102,Practical,7,7.8,10.0,10.0,9.0,12,11.6
Digital Marketing - Applications,3,7,57,Video,4,8.4,10.0,10.0,9.3,10,11.7
Holographic Computing - Intro,7,8,99,Video,9,7.3,10.0,9.4,8.5,29,6.9
Interstellar Politics - Applications,3,9,66,Video,7,7.9,10.0,10.0,9.1,15,11.6
Astrophysics - Concepts,4,9,79,Audio,6,7.5,10.0,9.9,9.1,15,3.2
Phonetics - Applications,5,6,78,Practical,6,6.8,10.0,10.0,9.1,9,10.3
Immunology - Advanced,6,7,92,Video,7,8.0,10.0,9.2,7.9,23,13.2
Marine Biology - Applications,9,5,124,Text,6,7.1,10.0,10.0,9.1,10,13.8
Urban Planning - Advanced,9,6,122,Video,7,6.8,10.0,9.6,7.7,16,26.4
UX Design - Theory,3,5,53,Text,3,8.5,10.0,10.0,9.2,19,11.1
Cellular Automata - Applications,5,8,76,Audio,8,6.8,10.0,9.8,9.2,23,11.3
Philosophy of Mind - Advanced,8,5,113,Audio,5,7.4,10.0,10.0,8.7,29,11.4
Remote Sensing - Workshop,7,8,97,Video,6,7.7,10.0,9.9,9.2,24,9.1
Fictional Languages - Advanced,6,7,98,Practical,8,7.0,10.0,10.0,9.2,30,6.6
Cellular Automata - Workshop,8,6,108,Audio,6,7.9,10.0,10.0,9.7,11,12.5
Speech Recognition - Advanced,3,5,53,Video,4,8.3,10.0,10.0,9.1,22,18.1
Moral Philosophy - Workshop,7,7,105,Text,6,7.9,10.0,9.8,8.2,23,14.3
Holographic Computing - Advanced,5,7,78,Video,4,8.2,10.0,10.0,8.9,24,22.3
Creative Writing - Lab,4,5,68,Video,3,8.8,10.0,10.0,9.0,22,15.3
Political Philosophy - Intro,5,9,84,Video,5,7.8,10.0,10.0,9.2,10,17.5
Nanorobotics - Theory,3,9,55,Audio,10,6.4,10.0,10.0,9.4,25,0.0
Moral Philosophy - Concepts,4,8,70,Video,5,7.6,10.0,9.7,8.1,22,12.9
Sustainable Agriculture - Concepts,4,7,63,Text,4,7.9,10.0,9.9,9.5,19,11.5
Speech Recognition - Advanced,7,6,100,Practical,8,7.1,10.0,10.0,8.7,27,4.7
Relativity Theory - Concepts,5,6,71,Practical,7,8.3,10.0,9.9,8.9,10,9.7
Antimatter - Advanced,3,7,55,Practical,3,8.8,10.0,9.5,8.4,8,19.8
Relativity Theory - Concepts,8,9,114,Practical,8,6.9,10.0,10.0,8.5,17,19.3
Bioinformatics - Lab,8,7,116,Text,6,7.0,10.0,10.0,9.4,29,9.0
Syntax and Semantics - Advanced,4,8,65,Video,6,8.1,10.0,10.0,8.9,27,15.6
Financial Markets - Theory,7,7,95,Practical,6,8.3,10.0,10.0,9.4,18,0.0
Neural Networks - Workshop,8,5,110,Practical,2,9.0,10.0,10.0,8.3,20,14.1
Game Development - Applications,4,9,65,Text,7,7.6,10.0,10.0,9.0,18,14.7
Syntax and Semantics - Applications,9,5,124,Video,7,6.7,10.0,10.0,9.4,17,6.4
Quantum Theology - Advanced,5,5,73,Text,2,9.0,10.0,10.0,9.1,10,4.5
Holographic Computing - Theory,8,7,106,Practical,9,6.5,10.0,10.0,8.9,16,15.5
Speech Recognition - Concepts,6,7,99,Audio,8,7.4,10.0,10.0,8.5,19,12.2
Synthetic Biology - Theory,9,6,121,Practical,9,6.3,10.0,9.6,8.7,27,12.4
Ethical Hacking - Advanced,3,5,62,Video,1,9.0,10.0,10.0,9.2,8,7.9
Speech Recognition - Lab,9,7,119,Video,9,7.2,10.0,9.1,7.8,14,21.7
Molecular Biology - Workshop,6,6,82,Video,4,7.9,10.0,9.9,8.9,8,14.4
Mythology - Applications,5,5,87,Video,2,8.7,10.0,10.0,9.0,14,12.1
Photosynthesis - Concepts,6,6,90,Practical,4,8.7,10.0,9.9,8.8,27,5.6
Geospatial Analysis - Intro,5,9,84,Text,6,8.6,10.0,10.0,9.6,26,2.6
Financial Markets - Lab,5,8,78,Video,5,8.4,10.0,9.4,8.4,13,14.1
Virtual Reality Ethics - Applications,7,5,99,Practical,8,7.1,10.0,10.0,9.2,23,0.0
Pharmacology - Applications,9,7,118,Video,5,7.7,10.0,10.0,9.2,13,11.0
UX Design - Intro,6,9,91,Practical,9,6.7,10.0,10.0,8.9,16,21.4
Quantum Entanglement - Lab,4,6,67,Video,4,8.6,10.0,10.0,9.8,27,9.3
Bioinformatics - Workshop,5,8,75,Practical,6,7.4,10.0,9.6,8.9,12,14.9
Photosynthesis - Workshop,9,5,119,Practical,6,7.5,10.0,10.0,9.0,11,1.1
Ethical Hacking - Concepts,6,8,92,Text,5,7.4,10.0,10.0,8.9,13,10.0
Extraterrestrial Agriculture - Applications,4,9,75,Video,4,9.0,10.0,10.0,9.0,19,16.8
Digital Humanities - Concepts,3,8,53,Video,2,9.0,10.0,10.0,9.4,7,13.0
Evolutionary Biology - Concepts,4,5,74,Video,1,9.0,10.0,9.6,8.7,8,14.8
Mythology - Applications,6,9,86,Video,7,8.1,10.0,9.7,8.4,28,13.9
Digital Marketing - Workshop,6,6,84,Practical,8,7.3,10.0,10.0,8.7,20,11.5
Virtual Reality Ethics - Intro,4,5,65,Text,2,8.4,10.0,10.0,9.2,29,8.9
Nanorobotics - Lab,4,8,83,Text,6,7.4,10.0,10.0,9.4,30,0.0
Creative Writing - Lab,8,5,113,Text,6,7.2,10.0,9.2,7.7,19,18.9
Compiler Design - Workshop,5,9,74,Audio,9,7.0,10.0,10.0,8.2,26,7.3
Quantum Computing - Theory,6,8,87,Practical,7,8.5,10.0,9.7,8.6,17,3.6
Creative Writing - Lab,5,6,73,Video,4,8.3,10.0,9.7,8.7,9,4.1
Quantum Theology - Concepts,5,7,73,Text,3,8.3,10.0,10.0,9.4,15,7.0
Behavioral Neuroscience - Theory,9,6,113,Text,3,8.5,10.0,10.0,8.9,8,6.3
Lunar Architecture - Theory,3,5,54,Text,2,9.0,10.0,10.0,9.0,16,9.6
Immunology - Advanced,9,7,123,Video,10,6.9,10.0,9.5,8.8,21,12.5
Lunar Architecture - Advanced,6,9,95,Video,6,7.8,10.0,8.9,8.1,23,11.9
Cultural Studies - Intro,5,8,75,Practical,2,8.1,10.0,10.0,9.2,12,0.7
Photosynthesis - Advanced,3,8,57,Text,2,9.0,10.0,10.0,8.6,17,8.4
Quantum Theology - Lab,8,9,114,Practical,10,6.1,10.0,10.0,8.9,9,10.8
3D Animation - Lab,5,5,80,Video,4,9.0,10.0,9.7,8.3,13,22.8
Behavioral Neuroscience - Advanced,5,6,81,Practical,6,7.2,10.0,10.0,9.1,18,0.0
Digital Marketing - Advanced,8,7,107,Practical,8,6.7,10.0,8.8,7.7,21,28.9
Computational Linguistics - Applications,6,9,97,Practical,6,8.0,10.0,9.2,8.3,14,21.5
Antimatter - Intro,9,5,128,Practical,6,7.7,10.0,10.0,9.4,21,0.3
Nanorobotics - Advanced,4,5,73,Text,2,8.5,10.0,10.0,8.9,8,9.9
Logic Circuits - Intro,8,7,106,Text,3,8.0,10.0,10.0,9.2,29,8.4
Agile Methodologies - Lab,4,9,63,Audio,8,8.0,10.0,10.0,8.9,19,10.7
Fictional Languages - Applications,6,6,98,Practical,7,7.4,10.0,9.6,9.1,27,7.7
Quantum Computing - Workshop,9,6,121,Text,7,7.5,10.0,10.0,8.8,18,16.2
Creative Writing - Applications,4,9,70,Practical,6,7.8,10.0,9.0,7.9,11,15.8
Quantum Theology - Lab,9,8,123,Audio,10,5.6,10.0,9.7,9.0,27,13.3
Educational Psychology - Applications,7,6,100,Text,1,9.0,10.0,10.0,9.0,27,9.5
Bioinformatics - Applications,4,8,68,Text,7,7.1,10.0,9.8,8.8,16,7.0
Geospatial Analysis - Intro,9,9,131,Text,10,6.2,10.0,9.4,7.8,11,18.9
Visual Perception - Applications,8,5,115,Text,10,6.5,10.0,9.6,8.7,13,0.0
Syntax and Semantics - Workshop,5,9,88,Audio,8,6.0,10.0,9.7,8.7,30,19.0
Behavioral Economics - Concepts,5,5,87,Text,8,6.2,10.0,10.0,9.4,21,2.6
Epidemiology - Advanced,3,9,50,Video,5,8.4,10.0,10.0,8.9,10,7.5
Alien Anthropology - Applications,8,8,114,Audio,8,7.4,10.0,9.9,8.6,29,8.4
Extraterrestrial Agriculture - Applications,9,8,122,Practical,6,7.3,10.0,10.0,8.7,22,18.9
Financial Markets - Advanced,6,9,86,Video,6,8.3,10.0,9.1,8.1,21,15.1
Digital Humanities - Advanced,3,5,74,Video,5,8.7,10.0,10.0,8.9,19,11.4
Digital Archaeology - Lab,5,9,80,Practical,7,6.7,10.0,10.0,8.9,19,0.4
Biomechanics - Concepts,5,5,77,Video,6,7.9,10.0,9.3,8.2,8,28.4
Cultural Studies - Lab,3,8,59,Text,2,8.6,10.0,10.0,8.9,22,6.6
Syntax and Semantics - Concepts,8,7,113,Practical,8,5.9,10.0,8.8,8.4,12,6.5
Mathematical Music Theory - Theory,7,6,102,Text,9,6.1,10.0,10.0,8.8,15,14.2
Blockchain Security - Intro,4,8,67,Text,6,7.9,10.0,9.4,8.4,29,13.8
Metallurgy - Intro,9,9,124,Video,7,6.9,10.0,10.0,9.1,19,10.1
Extraterrestrial Agriculture - Concepts,9,9,120,Video,8,7.7,10.0,10.0,9.4,11,12.9
Quantum Computing - Workshop,7,5,98,Audio,8,7.2,9.0,8.7,7.5,11,20.1
UX Design - Concepts,7,6,98,Text,7,8.5,10.0,10.0,8.4,23,13.5
Epidemiology - Workshop,7,8,94,Video,10,5.7,10.0,10.0,8.6,25,12.1
Extraterrestrial Agriculture - Theory,9,6,115,Practical,10,7.4,10.0,10.0,9.2,28,1.9
Creative Writing - Advanced,8,6,104,Audio,6,8.2,10.0,10.0,9.5,24,6.8
UX Design - Concepts,7,8,88,Audio,5,7.9,9.1,8.7,8.1,28,12.5
Cognitive Robotics - Concepts,4,5,71,Text,3,9.0,10.0,10.0,9.0,21,12.3
Digital Humanities - Concepts,6,5,84,Video,9,6.7,10.0,9.6,8.5,11,16.3
Ancient Civilizations - Theory,3,5,57,Text,5,8.8,10.0,10.0,8.7,22,9.6
Mathematical Music Theory - Workshop,7,7,98,Video,7,7.0,10.0,9.8,8.7,7,8.5
AI Narratives - Intro,7,6,95,Video,8,7.2,10.0,10.0,9.2,9,3.4
Psychoacoustics - Advanced,3,7,58,Audio,4,8.2,10.0,10.0,9.0,23,13.5
Fictional Languages - Advanced,9,5,120,Practical,6,7.1,10.0,9.6,8.8,29,18.9
Psychoacoustics - Advanced,9,8,116,Text,7,7.0,10.0,9.8,8.7,17,9.8
Pharmacology - Applications,3,6,55,Video,8,7.2,10.0,9.1,7.8,13,16.9
Immunology - Applications,9,8,116,Video,8,7.0,10.0,9.6,8.7,23,11.2
Artificial Consciousness - Workshop,9,9,124,Video,8,7.3,10.0,10.0,8.9,14,9.2
Photosynthesis - Applications,6,6,87,Text,6,7.3,10.0,9.7,8.7,29,12.0
Marine Biology - Theory,5,8,80,Text,6,7.2,10.0,10.0,9.1,25,7.5
Agile Methodologies - Lab,6,5,87,Practical,3,8.3,10.0,9.9,9.1,8,9.6
Logic Circuits - Intro,5,7,79,Video,8,7.2,10.0,10.0,8.8,29,15.0
Financial Markets - Lab,8,8,114,Video,4,8.2,10.0,10.0,8.7,28,13.5
Fictional Languages - Lab,4,9,65,Practical,6,7.5,10.0,10.0,8.9,27,15.9
Dream Analysis - Lab,9,5,131,Text,8,7.4,10.0,10.0,8.9,11,16.6
Cellular Automata - Applications,6,9,91,Practical,4,8.5,10.0,10.0,9.0,25,6.8
Geospatial Analysis - Advanced,4,7,71,Text,6,7.9,10.0,10.0,9.3,27,5.4
Marine Biology - Applications,3,9,54,Video,5,8.0,10.0,9.6,8.2,20,18.9
Antimatter - Applications,6,8,93,Video,3,8.2,10.0,10.0,9.0,14,15.7
Virtual Reality Ethics - Intro,8,8,118,Audio,8,6.5,10.0,10.0,9.0,24,8.0
Synthetic Biology - Intro,3,5,56,Text,5,7.8,10.0,9.9,8.7,9,22.3
Immunology - Intro,8,7,104,Video,10,6.6,10.0,10.0,9.0,9,6.4
Photosynthesis - Advanced,8,7,110,Text,6,8.1,10.0,10.0,9.0,22,5.8
Moral Philosophy - Theory,7,6,94,Text,7,7.3,10.0,9.7,9.0,12,2.2
Marine Biology - Theory,3,6,57,Text,6,7.1,10.0,10.0,9.2,23,9.0
Mathematical Music Theory - Advanced,9,8,124,Audio,8,6.4,10.0,9.3,8.4,11,12.4
Visual Perception - Intro,8,9,118,Video,9,6.9,10.0,10.0,8.6,21,13.2
Marine Biology - Advanced,7,9,104,Text,7,7.8,10.0,10.0,9.3,7,4.8
Political Philosophy - Intro,5,5,75,Video,4,7.6,10.0,10.0,9.3,28,6.9
Psychoacoustics - Concepts,7,7,98,Text,4,8.9,10.0,10.0,9.3,29,10.1
Political Philosophy - Advanced,9,8,118,Audio,7,6.8,10.0,9.0,7.8,7,21.4
Antimatter - Intro,5,9,80,Video,3,8.2,10.0,10.0,9.1,18,7.6
Visual Perception - Theory,7,6,104,Video,3,9.0,10.0,9.9,9.2,28,3.8
Mathematical Music Theory - Theory,7,8,95,Practical,9,6.6,10.0,10.0,8.8,26,20.6
Climate Modeling - Advanced,4,5,80,Video,1,9.0,10.0,10.0,9.3,10,9.2
UX Design - Advanced,4,8,64,Practical,7,7.6,10.0,9.9,8.9,28,3.0
Blockchain Security - Concepts,9,9,115,Video,8,7.7,10.0,9.8,9.2,17,3.3
Mathematical Music Theory - Intro,3,5,55,Video,3,8.6,10.0,9.8,8.4,16,21.0
Cultural Studies - Intro,8,6,122,Video,5,8.1,10.0,10.0,8.7,14,9.7
Computational Linguistics - Applications,9,6,128,Text,7,7.3,10.0,9.8,8.8,22,11.4
Behavioral Economics - Applications,4,9,65,Audio,9,6.1,10.0,9.6,8.1,18,18.8
Psychoacoustics - Workshop,5,5,77,Practical,3,9.0,10.0,10.0,9.2,9,5.0
Extraterrestrial Agriculture - Intro,4,6,69,Text,4,6.8,10.0,10.0,9.3,29,9.4
Visual Perception - Concepts,3,5,57,Video,5,8.2,10.0,9.6,8.1,19,17.5
Agile Methodologies - Theory,6,8,94,Video,4,8.9,10.0,10.0,9.3,16,7.4
Financial Markets - Intro,5,7,82,Video,3,9.0,10.0,9.8,8.8,26,7.7
Photosynthesis - Theory,6,7,91,Audio,6,7.3,10.0,9.2,7.5,9,13.9
Psychoacoustics - Intro,5,7,84,Text,8,7.3,10.0,9.6,8.8,25,7.4
Visual Perception - Applications,8,6,112,Video,6,7.3,10.0,9.9,8.9,17,7.3
Phonetics - Advanced,8,9,113,Video,7,7.1,10.0,10.0,8.7,28,12.9
Molecular Biology - Concepts,8,7,110,Video,7,8.0,10.0,10.0,8.8,17,15.2
Political Philosophy - Intro,3,9,68,Video,5,8.0,10.0,10.0,9.4,16,8.5
Mathematical Music Theory - Theory,4,7,70,Video,4,8.4,10.0,10.0,8.7,30,15.7
Cellular Automata - Intro,6,8,89,Audio,8,7.5,10.0,10.0,9.1,20,3.9
Visual Perception - Advanced,6,7,93,Text,6,8.2,10.0,10.0,8.8,23,9.2
Quantum Entanglement - Workshop,4,9,72,Video,5,7.9,10.0,10.0,9.4,26,6.1
Immunology - Lab,3,6,59,Video,4,7.5,10.0,10.0,8.4,23,25.5
Quantum Entanglement - Applications,4,8,61,Audio,5,7.9,10.0,10.0,9.1,30,24.1
Psychoacoustics - Intro,7,9,107,Text,5,8.3,10.0,10.0,8.8,11,8.9
Relativity Theory - Applications,7,5,106,Text,10,5.7,10.0,9.2,8.5,25,9.4
Astrophysics - Applications,8,7,105,Practical,7,7.2,10.0,9.9,9.4,14,0.1
Mathematical Music Theory - Theory,7,8,102,Video,5,7.8,10.0,10.0,9.1,15,4.2
Agile Methodologies - Workshop,6,6,87,Practical,3,8.7,10.0,10.0,8.7,27,19.0
Internet of Things - Concepts,8,5,112,Practical,3,8.3,10.0,10.0,8.7,23,16.7
Ancient Civilizations - Advanced,6,7,95,Audio,5,8.0,10.0,10.0,9.2,22,0.0
Mythology - Workshop,3,8,59,Audio,3,8.0,10.0,10.0,8.5,28,6.4
Ethical Hacking - Lab,5,9,83,Audio,6,7.9,10.0,10.0,9.3,18,11.7
Ethical Hacking - Lab,4,7,62,Text,8,7.3,10.0,10.0,9.1,27,19.4
Ancient Civilizations - Applications,9,8,115,Video,7,9.0,10.0,10.0,8.9,28,16.1
Bioinformatics - Theory,9,7,124,Practical,10,6.0,10.0,8.8,8.1,19,14.7
Political Philosophy - Workshop,9,8,116,Practical,9,6.6,10.0,9.6,9.5,22,1.1
Forensic Science - Applications,5,9,75,Practical,10,7.2,10.0,9.3,8.1,18,20.5
Behavioral Economics - Advanced,6,7,86,Practical,3,7.8,10.0,9.8,8.8,10,16.0
Quantum Computing - Applications,4,8,64,Video,4,9.0,10.0,9.5,8.5,13,17.5
Relativity Theory - Workshop,6,5,95,Audio,4,8.1,10.0,10.0,9.3,20,0.0
Behavioral Economics - Intro,3,6,65,Audio,4,7.5,10.0,10.0,9.0,11,11.1
Marine Biology - Concepts,8,8,106,Practical,9,7.0,10.0,10.0,9.2,13,10.1
AI Narratives - Lab,4,8,64,Text,2,8.9,10.0,10.0,9.2,16,11.3
Political Philosophy - Lab,6,8,89,Audio,8,6.6,10.0,10.0,8.7,24,12.2
Financial Markets - Lab,7,7,94,Video,5,7.7,10.0,10.0,9.3,9,17.3
Blockchain Security - Intro,9,6,123,Video,10,6.8,10.0,9.6,8.6,19,15.7
Ethical Hacking - Advanced,7,7,100,Text,7,6.7,10.0,9.3,8.3,19,11.1
Digital Archaeology - Intro,6,8,88,Practical,9,7.1,10.0,9.3,8.5,23,14.5
Fictional Languages - Workshop,5,8,85,Audio,5,7.7,10.0,10.0,9.1,22,7.7
Behavioral Neuroscience - Intro,8,6,105,Video,8,8.4,10.0,10.0,8.8,25,3.6
Visual Perception - Intro,3,5,57,Video,3,9.0,10.0,10.0,8.6,30,7.0
Immunology - Advanced,3,7,54,Audio,6,7.1,10.0,10.0,9.0,27,17.0
Mathematical Music Theory - Lab,9,5,113,Practical,7,7.2,10.0,10.0,8.9,15,8.9
Moral Philosophy - Concepts,6,8,85,Text,10,6.9,10.0,9.5,8.7,23,22.9
Pharmacology - Concepts,3,8,55,Practical,7,5.9,10.0,8.9,8.1,27,17.7
Cognitive Robotics - Advanced,4,9,65,Video,7,6.9,10.0,10.0,9.3,24,12.0
Moral Philosophy - Theory,3,9,59,Practical,6,7.5,10.0,10.0,8.9,14,16.6
Pharmacology - Intro,7,5,99,Audio,6,6.9,9.1,9.9,9.1,8,12.0
Educational Psychology - Intro,6,9,82,Video,4,8.3,10.0,10.0,9.2,22,5.8
Virtual Reality Ethics - Concepts,4,6,73,Video,2,8.7,10.0,9.4,8.5,12,22.1
Biomechanics - Applications,9,5,112,Video,5,7.6,10.0,9.6,9.0,15,5.7
Game Development - Intro,3,9,51,Video,9,7.5,10.0,10.0,9.2,24,9.9
Pharmacology - Theory,9,9,125,Audio,7,7.8,10.0,10.0,8.9,15,19.0
Artificial Consciousness - Intro,7,6,94,Text,5,8.4,10.0,10.0,9.2,26,12.4
Moral Philosophy - Applications,8,6,111,Practical,8,7.1,10.0,9.6,8.0,9,18.7
Lunar Architecture - Theory,5,5,77,Practical,3,8.8,10.0,10.0,8.7,10,10.4
Phonetics - Concepts,3,7,54,Practical,7,8.3,10.0,10.0,8.7,14,19.0
Agile Methodologies - Applications,9,6,114,Audio,2,8.3,8.5,8.3,7.7,13,31.3
Photosynthesis - Theory,7,9,101,Video,10,6.0,10.0,10.0,9.2,28,4.0
Mathematical Music Theory - Advanced,8,5,105,Text,10,7.1,10.0,10.0,9.1,23,10.8
Agile Methodologies - Advanced,8,7,115,Video,8,7.4,10.0,9.9,8.9,24,14.9
Epidemiology - Concepts,7,5,92,Audio,4,8.0,10.0,10.0,8.5,21,15.1
Visual Perception - Workshop,7,9,107,Practical,9,7.0,10.0,9.4,8.9,24,11.9
Quantum Entanglement - Workshop,9,7,109,Video,6,7.1,10.0,10.0,9.0,21,14.6
Climate Modeling - Concepts,7,7,101,Video,10,6.7,10.0,9.7,8.9,14,7.9
Computational Linguistics - Intro,5,6,74,Audio,6,7.4,10.0,10.0,9.0,27,12.3
Educational Psychology - Concepts,6,8,82,Video,5,8.8,10.0,10.0,9.0,11,8.8
Neural Networks - Intro,7,9,99,Text,9,7.0,10.0,10.0,9.2,28,8.7
Nanorobotics - Workshop,6,8,93,Video,4,8.3,10.0,10.0,9.0,25,17.2
Mythology - Applications,8,9,109,Practical,6,7.6,10.0,9.7,8.7,24,18.7
Urban Planning - Workshop,5,5,79,Practical,6,7.9,10.0,10.0,9.3,18,4.7
Urban Planning - Intro,9,8,121,Video,7,7.8,10.0,10.0,8.4,25,16.9
Photosynthesis - Workshop,8,7,113,Practical,7,7.3,10.0,9.9,8.9,27,18.1
Virtual Reality Ethics - Workshop,5,6,88,Practical,6,8.7,10.0,10.0,8.5,11,11.6
Bioinformatics - Applications,8,9,106,Audio,7,7.3,10.0,10.0,8.8,28,10.1
Quantum Computing - Lab,4,6,72,Video,3,8.9,10.0,10.0,9.0,16,16.7
Molecular Biology - Theory,4,9,67,Video,9,7.0,10.0,10.0,9.1,22,9.0
Pharmacology - Intro,7,7,99,Text,8,5.9,10.0,9.8,8.7,9,6.7
Virtual Reality Ethics - Applications,6,7,93,Video,6,8.2,10.0,9.8,9.4,11,9.2
3D Animation - Applications,8,7,110,Video,7,8.6,10.0,10.0,9.5,26,6.1
Agile Methodologies - Intro,5,7,76,Text,3,8.8,10.0,10.0,9.2,29,12.8
Relativity Theory - Applications,3,7,60,Practical,5,8.2,10.0,9.7,9.1,30,11.7
Antimatter - Intro,4,6,71,Text,5,8.1,10.0,10.0,9.0,18,13.7
Mythology - Theory,4,5,73,Text,6,7.2,10.0,10.0,9.0,7,7.4
Evolutionary Biology - Lab,8,8,115,Video,3,8.6,10.0,10.0,8.5,9,19.8
Computational Linguistics - Concepts,9,6,128,Audio,7,7.5,10.0,10.0,8.9,15,21.9
Relativity Theory - Intro,3,8,60,Text,5,8.4,10.0,10.0,9.0,20,5.8
Mathematical Music Theory - Intro,6,5,84,Text,6,7.9,10.0,10.0,9.0,23,6.7
Virtual Reality Ethics - Intro,6,9,91,Video,7,7.7,10.0,9.6,8.5,22,19.9
Zero-Gravity Engineering - Theory,6,5,83,Video,6,7.5,10.0,10.0,9.1,30,9.5
Fictional Languages - Concepts,7,5,109,Text,5,8.6,10.0,10.0,9.1,24,5.1
Nanorobotics - Advanced,7,9,97,Video,5,8.7,10.0,9.6,8.9,16,6.3
Urban Planning - Lab,9,8,124,Text,5,8.2,10.0,10.0,9.5,18,19.8
Epidemiology - Workshop,8,7,111,Text,7,7.6,9.7,10.0,9.1,11,1.5
Alien Anthropology - Intro,3,9,61,Audio,10,6.2,10.0,9.7,8.6,25,8.9
Nanorobotics - Advanced,8,9,102,Video,9,7.1,10.0,10.0,8.7,29,15.9
Extraterrestrial Agriculture - Concepts,5,5,76,Video,10,6.5,10.0,10.0,9.1,24,4.3
Political Philosophy - Applications,3,9,58,Text,7,7.2,10.0,9.2,8.5,17,15.9
Moral Philosophy - Intro,5,6,78,Video,3,8.4,10.0,10.0,9.0,14,3.6
Mathematical Music Theory - Theory,3,7,60,Practical,4,8.4,10.0,10.0,9.2,7,7.1
Antimatter - Applications,7,5,96,Video,10,6.6,10.0,10.0,9.4,12,4.6
Metallurgy - Applications,6,8,92,Practical,8,7.8,10.0,9.7,9.0,19,6.4
Ethical Hacking - Theory,4,8,69,Video,7,7.1,10.0,9.5,8.4,21,17.2
UX Design - Concepts,9,8,123,Video,7,7.6,10.0,9.7,8.6,9,11.0
