subject_/topic,complexity_1-10,relevance_1-10,study_time_mins,learning_method,stress_level,sleep_hours,recall_score_1hr,recall_score_1day,recall_score_1week,days_since_learning,forgetfulness_probability_%,memory_strength,predicted_retention_%
Relativity Theory - Theory,8,5,108,Text,9,6.1,10.0,9.9,8.3,20,9.8,5.0,1.83
Ancient Civilizations - Applications,4,7,71,Video,2,8.5,10.0,10.0,9.1,24,8.4,5.0,0.82
Biomechanics - Workshop,3,6,59,Practical,4,8.2,10.0,10.0,9.0,10,10.1,5.0,13.53
Ethical Hacking - Workshop,8,5,108,Practical,6,8.2,10.0,10.0,9.4,12,4.7,5.0,9.07
Philosophy of Mind - Lab,3,7,52,Text,2,9.0,10.0,10.0,9.7,27,6.3,5.0,0.45
Behavioral Economics - Applications,4,7,71,Text,4,8.9,10.0,10.0,8.7,25,13.8,5.0,0.67
Phonetics - Lab,8,8,109,Text,4,7.9,10.0,9.9,8.6,18,21.1,5.0,2.73
Dream Analysis - Workshop,9,6,130,Video,6,6.9,10.0,10.0,8.9,21,16.9,5.0,1.5
Mathematical Music Theory - Applications,8,5,117,Video,2,9.0,10.0,10.0,9.0,29,13.7,5.0,0.3
Quantum Computing - Intro,5,6,80,Practical,7,7.6,10.0,9.6,8.5,28,18.9,5.0,0.37
Syntax and Semantics - Intro,6,6,80,Practical,4,8.2,10.0,10.0,8.5,11,7.3,5.0,11.08
Molecular Biology - Intro,9,9,132,Video,6,7.4,10.0,10.0,8.8,22,16.0,5.0,1.23
Synthetic Biology - Workshop,3,7,64,Video,5,7.8,10.0,10.0,8.8,30,15.7,5.0,0.25
Biomechanics - Intro,5,7,77,Video,2,8.5,10.0,9.4,8.4,30,24.0,5.0,0.25
Relativity Theory - Workshop,9,9,124,Video,7,7.6,10.0,10.0,9.4,16,3.1,5.0,4.08
3D Animation - Advanced,8,9,113,Audio,9,7.1,10.0,9.1,8.3,19,13.4,5.0,2.24
Educational Psychology - Concepts,4,6,66,Video,2,9.0,10.0,10.0,10.0,16,0.0,5.0,4.08
Mathematical Music Theory - Applications,7,7,95,Video,6,7.7,10.0,10.0,9.1,11,9.1,5.0,11.08
Astrophysics - Intro,5,5,83,Audio,3,8.8,10.0,10.0,9.3,23,1.9,5.0,1.01
Synthetic Biology - Concepts,5,8,85,Video,2,8.1,10.0,10.0,8.4,25,9.3,5.0,0.67
Psychoacoustics - Lab,7,9,101,Video,5,8.1,10.0,10.0,8.9,26,8.1,5.0,0.55
Blockchain Security - Workshop,8,5,111,Audio,5,8.3,10.0,9.8,8.2,23,10.9,5.0,1.01
Syntax and Semantics - Intro,5,5,86,Video,5,7.6,10.0,10.0,9.3,7,0.0,5.0,24.66
Quantum Entanglement - Advanced,3,6,59,Video,7,8.1,10.0,9.9,8.5,26,11.6,5.0,0.55
Quantum Entanglement - Applications,8,9,95,Practical,8,6.7,10.0,9.7,8.6,26,14.4,5.0,0.55
Ancient Civilizations - Lab,3,5,62,Audio,4,8.4,10.0,10.0,8.7,13,11.8,5.0,7.43
Bioinformatics - Intro,3,8,65,Video,7,7.5,10.0,10.0,9.1,12,12.8,5.0,9.07
Financial Markets - Intro,5,5,82,Video,5,7.6,10.0,10.0,9.0,7,2.3,5.0,24.66
Psychoacoustics - Theory,8,8,103,Video,6,7.6,10.0,9.8,8.6,17,18.6,5.0,3.34
Behavioral Neuroscience - Theory,5,8,76,Text,5,8.0,10.0,9.6,8.6,23,12.8,5.0,1.01
Speech Recognition - Theory,5,8,79,Video,7,7.4,10.0,10.0,9.1,28,16.9,5.0,0.37
Mathematical Music Theory - Lab,8,9,103,Practical,9,6.0,10.0,9.6,9.0,20,10.7,5.0,1.83
Digital Humanities - Theory,8,8,107,Video,8,7.3,10.0,10.0,8.5,18,14.7,5.0,2.73
Immunology - Advanced,8,9,116,Video,7,7.9,10.0,9.7,9.2,29,6.9,5.0,0.3
Alien Anthropology - Intro,9,5,115,Text,10,6.9,10.0,8.4,7.3,24,28.3,5.0,0.82
Ancient Civilizations - Advanced,8,8,108,Video,6,8.1,10.0,9.3,8.3,25,22.2,5.0,0.67
Behavioral Economics - Advanced,4,7,73,Practical,5,7.5,10.0,9.5,9.3,24,11.1,5.0,0.82
Fictional Languages - Workshop,8,5,101,Video,9,7.1,10.0,9.0,7.9,28,22.3,5.0,0.37
Epidemiology - Concepts,7,7,106,Video,7,6.6,10.0,9.7,8.7,23,12.1,5.0,1.01
Zero-Gravity Engineering - Workshop,8,7,106,Text,7,7.3,10.0,9.5,8.5,29,15.8,5.0,0.3
Quantum Computing - Lab,5,6,74,Text,6,7.1,10.0,10.0,8.8,8,22.8,5.0,20.19
Geospatial Analysis - Intro,7,9,106,Video,6,8.2,10.0,9.7,9.1,22,12.3,5.0,1.23
Phonetics - Workshop,9,6,124,Audio,7,7.4,10.0,10.0,8.8,27,17.4,5.0,0.45
Digital Archaeology - Advanced,6,9,84,Audio,8,6.1,10.0,9.1,8.3,23,20.2,5.0,1.01
Extraterrestrial Agriculture - Intro,3,6,58,Video,6,7.5,10.0,10.0,9.1,16,11.1,5.0,4.08
3D Animation - Concepts,4,5,71,Video,7,6.7,10.0,10.0,9.0,13,0.0,5.0,7.43
Pharmacology - Concepts,7,7,98,Text,5,7.7,10.0,10.0,8.6,11,9.1,5.0,11.08
Digital Humanities - Intro,9,5,126,Practical,9,6.6,10.0,9.8,8.8,27,12.3,5.0,0.45
Dream Analysis - Lab,3,9,64,Video,7,7.7,10.0,9.8,9.1,30,9.4,5.0,0.25
Ancient Civilizations - Intro,4,7,54,Text,7,7.9,10.0,10.0,8.6,14,15.4,5.0,6.08
Quantum Theology - Theory,8,7,105,Text,4,7.6,10.0,10.0,9.3,30,10.1,5.0,0.25
Philosophy of Mind - Intro,9,9,117,Video,7,7.3,10.0,9.4,8.6,18,7.6,5.0,2.73
Extraterrestrial Agriculture - Advanced,3,5,57,Text,4,8.1,10.0,10.0,8.6,9,15.1,5.0,16.53
Relativity Theory - Intro,9,7,122,Practical,9,6.2,10.0,9.5,8.3,30,17.7,5.0,0.25
Syntax and Semantics - Theory,5,5,85,Video,4,8.2,10.0,10.0,9.2,27,10.5,5.0,0.45
Blockchain Security - Concepts,5,5,76,Practical,4,8.7,10.0,10.0,9.3,7,0.9,5.0,24.66
Ancient Civilizations - Advanced,8,5,104,Audio,4,7.8,10.0,9.4,8.2,10,18.3,5.0,13.53
Photosynthesis - Lab,3,7,58,Practical,3,9.0,10.0,10.0,9.4,17,0.0,5.0,3.34
Holographic Computing - Workshop,8,8,99,Video,7,6.7,10.0,10.0,8.6,11,6.2,5.0,11.08
Mythology - Concepts,8,6,113,Text,6,8.5,10.0,10.0,8.9,14,20.5,5.0,6.08
3D Animation - Lab,4,9,69,Audio,4,8.3,10.0,10.0,9.2,8,7.3,5.0,20.19
Cultural Studies - Intro,3,5,57,Video,7,7.0,10.0,10.0,8.8,12,6.6,5.0,9.07
Mathematical Music Theory - Intro,6,7,91,Practical,8,7.4,10.0,9.6,8.0,10,10.7,5.0,13.53
Zero-Gravity Engineering - Concepts,8,9,105,Text,9,8.0,10.0,9.7,8.5,25,13.7,5.0,0.67
Moral Philosophy - Theory,4,8,68,Audio,8,7.8,10.0,9.6,8.7,17,21.2,5.0,3.34
Synthetic Biology - Theory,4,8,66,Practical,7,7.4,10.0,9.9,8.7,15,12.7,5.0,4.98
Speech Recognition - Advanced,3,7,50,Video,9,7.4,10.0,10.0,8.4,11,18.7,5.0,11.08
Alien Anthropology - Theory,7,5,99,Practical,4,9.0,10.0,10.0,8.6,24,10.2,5.0,0.82
Moral Philosophy - Advanced,9,8,132,Text,3,8.4,10.0,10.0,9.0,9,5.9,5.0,16.53
Digital Marketing - Concepts,8,8,110,Video,6,7.8,10.0,9.9,8.9,14,11.4,5.0,6.08
Digital Humanities - Advanced,8,8,106,Practical,4,7.9,10.0,9.6,8.4,12,15.0,5.0,9.07
Extraterrestrial Agriculture - Lab,3,7,60,Text,2,8.7,10.0,9.8,8.8,14,11.2,5.0,6.08
Marine Biology - Lab,7,9,94,Text,6,7.6,10.0,10.0,9.2,23,9.2,5.0,1.01
Quantum Computing - Workshop,4,6,67,Text,4,8.1,10.0,10.0,8.7,8,16.5,5.0,20.19
3D Animation - Concepts,9,7,117,Video,10,7.1,10.0,9.7,8.6,28,3.7,5.0,0.37
Political Philosophy - Theory,5,5,77,Text,8,6.2,10.0,9.9,8.6,11,11.5,5.0,11.08
Syntax and Semantics - Applications,8,7,108,Text,8,7.1,10.0,10.0,9.4,20,9.4,5.0,1.83
Cognitive Robotics - Workshop,5,7,83,Video,3,8.6,10.0,9.7,8.7,7,9.9,5.0,24.66
Cognitive Robotics - Workshop,9,6,117,Text,6,7.5,10.0,10.0,9.1,26,16.4,5.0,0.55
Zero-Gravity Engineering - Intro,8,6,108,Practical,6,8.1,10.0,9.7,8.9,14,14.5,5.0,6.08
Syntax and Semantics - Intro,9,6,110,Audio,6,8.1,9.2,10.0,9.1,18,4.9,4.085714285714285,1.22
Alien Anthropology - Intro,3,9,53,Text,3,8.6,10.0,10.0,9.3,23,4.1,5.0,1.01
Forensic Science - Applications,8,7,110,Audio,10,6.7,9.6,9.1,7.7,8,21.1,4.542857142857143,17.19
Compiler Design - Applications,7,5,105,Practical,2,8.9,10.0,10.0,9.1,9,4.7,5.0,16.53
Synthetic Biology - Concepts,8,6,109,Text,5,8.3,10.0,10.0,9.1,13,6.3,5.0,7.43
Sustainable Agriculture - Lab,3,6,59,Practical,4,9.0,10.0,9.7,8.7,27,8.0,5.0,0.45
Cellular Automata - Applications,9,7,112,Audio,8,7.6,9.9,9.3,8.0,8,18.9,4.885714285714286,19.45
Quantum Entanglement - Workshop,6,5,85,Practical,4,9.0,10.0,10.0,9.6,25,6.3,5.0,0.67
3D Animation - Theory,3,6,61,Audio,5,8.4,10.0,9.7,8.5,30,17.8,5.0,0.25
Computational Linguistics - Intro,3,7,66,Audio,2,8.0,10.0,9.9,9.2,26,9.0,5.0,0.55
Interstellar Politics - Concepts,3,8,61,Text,5,8.3,10.0,9.6,8.9,17,1.3,5.0,3.34
Moral Philosophy - Applications,3,9,59,Video,3,8.2,10.0,10.0,9.2,17,9.3,5.0,3.34
Extraterrestrial Agriculture - Advanced,7,7,101,Video,5,8.7,10.0,9.9,9.1,22,6.6,5.0,1.23
Nanorobotics - Workshop,8,6,104,Text,8,7.0,10.0,9.7,8.6,20,14.7,5.0,1.83
Educational Psychology - Concepts,7,5,95,Video,5,7.3,10.0,10.0,9.7,12,0.0,5.0,9.07
Relativity Theory - Workshop,7,8,98,Video,7,7.6,10.0,10.0,9.3,30,2.5,5.0,0.25
Blockchain Security - Lab,6,5,84,Text,4,8.2,10.0,10.0,8.7,28,11.6,5.0,0.37
Zero-Gravity Engineering - Workshop,6,5,93,Text,4,8.5,10.0,9.8,8.4,8,21.2,5.0,20.19
Syntax and Semantics - Applications,8,5,114,Text,6,7.9,10.0,10.0,9.2,16,0.0,5.0,4.08
Moral Philosophy - Workshop,8,7,108,Audio,10,6.7,10.0,10.0,9.3,30,10.2,5.0,0.25
Cognitive Robotics - Workshop,9,7,123,Video,5,8.2,10.0,10.0,9.2,13,13.6,5.0,7.43
Photosynthesis - Workshop,3,9,67,Video,4,8.7,10.0,10.0,8.9,26,1.0,5.0,0.55
Urban Planning - Workshop,7,8,102,Text,5,8.1,10.0,9.6,8.4,12,14.1,5.0,9.07
Quantum Theology - Applications,6,5,94,Practical,1,9.0,10.0,10.0,9.0,15,5.7,5.0,4.98
Computational Linguistics - Workshop,5,6,79,Audio,5,7.9,10.0,10.0,8.9,7,7.5,5.0,24.66
Nanorobotics - Concepts,3,5,64,Video,3,8.4,10.0,10.0,8.9,10,9.7,5.0,13.53
AI Narratives - Workshop,9,8,119,Text,7,7.3,10.0,10.0,9.0,7,10.7,5.0,24.66
Behavioral Neuroscience - Theory,4,5,66,Audio,5,8.4,10.0,10.0,8.9,14,8.8,5.0,6.08
Moral Philosophy - Advanced,7,7,103,Practical,6,8.4,10.0,10.0,8.3,14,8.9,5.0,6.08
Behavioral Economics - Lab,3,7,61,Text,4,8.7,10.0,9.6,8.8,15,6.0,5.0,4.98
Sustainable Agriculture - Applications,8,8,113,Audio,8,7.3,10.0,9.7,9.1,18,8.0,5.0,2.73
Blockchain Security - Intro,3,9,56,Video,5,8.0,10.0,10.0,8.4,23,15.8,5.0,1.01
Phonetics - Workshop,4,5,71,Text,7,7.5,10.0,10.0,8.5,18,12.1,5.0,2.73
Game Development - Concepts,8,8,114,Audio,7,7.5,10.0,10.0,8.4,17,9.2,5.0,3.34
Holographic Computing - Concepts,5,6,77,Text,6,7.4,10.0,10.0,9.1,22,4.5,5.0,1.23
Bioinformatics - Intro,6,6,94,Audio,5,7.6,10.0,10.0,8.8,8,12.2,5.0,20.19
Syntax and Semantics - Lab,6,9,97,Video,7,7.4,10.0,10.0,8.8,21,3.2,5.0,1.5
Geospatial Analysis - Workshop,4,7,67,Video,7,7.0,10.0,10.0,9.6,12,2.8,5.0,9.07
Urban Planning - Lab,9,8,121,Text,7,7.0,10.0,9.9,9.0,17,0.0,5.0,3.34
Syntax and Semantics - Applications,4,5,78,Video,4,8.0,10.0,10.0,9.2,11,2.5,5.0,11.08
Astrophysics - Applications,9,8,112,Text,8,7.7,10.0,9.4,8.5,20,20.1,5.0,1.83
Philosophy of Mind - Concepts,9,9,122,Video,7,8.1,10.0,9.6,8.3,22,11.7,5.0,1.23
Epidemiology - Applications,6,8,93,Text,7,7.4,10.0,10.0,9.2,9,15.9,5.0,16.53
Pharmacology - Intro,5,9,80,Text,10,6.5,10.0,9.2,8.3,9,16.5,5.0,16.53
Holographic Computing - Intro,5,9,91,Text,5,8.4,10.0,9.9,8.7,21,20.7,5.0,1.5
Computational Linguistics - Workshop,3,9,62,Practical,4,7.9,10.0,10.0,9.3,15,0.0,5.0,4.98
UX Design - Applications,4,8,76,Audio,3,8.7,10.0,9.6,8.9,23,18.4,5.0,1.01
Creative Writing - Applications,4,6,74,Text,8,8.1,10.0,9.6,8.8,10,11.2,5.0,13.53
Lunar Architecture - Advanced,4,5,77,Video,5,8.0,10.0,9.6,8.6,13,13.1,5.0,7.43
Educational Psychology - Workshop,8,9,110,Audio,5,7.9,10.0,10.0,8.8,27,7.8,5.0,0.45
Quantum Entanglement - Advanced,6,7,83,Practical,3,8.6,10.0,10.0,9.0,18,8.9,5.0,2.73
Immunology - Applications,6,9,92,Text,8,7.0,10.0,10.0,9.8,22,3.7,5.0,1.23
Political Philosophy - Applications,6,8,81,Video,10,6.7,10.0,10.0,9.1,30,4.1,5.0,0.25
Digital Humanities - Applications,5,9,78,Audio,6,7.9,10.0,10.0,9.0,7,5.4,5.0,24.66
Computational Linguistics - Concepts,6,7,87,Text,3,7.6,10.0,9.9,9.1,30,10.6,5.0,0.25
Marine Biology - Theory,3,6,58,Text,1,9.0,10.0,10.0,9.0,11,9.8,5.0,11.08
Mathematical Music Theory - Advanced,8,8,116,Audio,7,6.9,10.0,10.0,9.3,12,0.0,5.0,9.07
Logic Circuits - Workshop,6,8,89,Video,4,8.6,10.0,10.0,9.3,21,10.1,5.0,1.5
Virtual Reality Ethics - Workshop,8,8,120,Text,7,7.4,10.0,10.0,9.3,23,10.6,5.0,1.01
Dream Analysis - Workshop,8,7,109,Audio,8,7.2,10.0,10.0,9.1,22,1.9,5.0,1.23
Synthetic Biology - Advanced,5,8,69,Video,7,7.5,10.0,9.7,8.9,27,5.7,5.0,0.45
Moral Philosophy - Intro,4,6,67,Audio,5,7.7,10.0,10.0,8.7,21,7.1,5.0,1.5
Creative Writing - Concepts,8,5,114,Practical,7,7.1,10.0,9.5,8.3,26,24.1,5.0,0.55
Metallurgy - Advanced,3,5,53,Video,5,8.4,10.0,10.0,8.7,18,9.2,5.0,2.73
Financial Markets - Applications,5,9,78,Video,6,7.4,10.0,10.0,9.0,17,12.0,5.0,3.34
Digital Marketing - Lab,7,5,104,Video,6,7.2,10.0,10.0,9.2,10,13.5,5.0,13.53
AI Narratives - Advanced,8,7,108,Practical,10,6.7,10.0,9.7,8.8,19,15.3,5.0,2.24
Logic Circuits - Theory,9,5,117,Text,8,7.3,10.0,10.0,9.0,28,9.5,5.0,0.37
Blockchain Security - Theory,8,7,116,Video,4,8.3,10.0,10.0,8.8,17,16.5,5.0,3.34
Quantum Entanglement - Applications,4,7,68,Practical,3,8.7,10.0,10.0,9.1,25,0.3,5.0,0.67
Compiler Design - Advanced,6,9,84,Audio,4,8.4,10.0,10.0,9.1,30,11.5,5.0,0.25
Pharmacology - Applications,5,5,84,Video,4,8.6,10.0,10.0,9.1,15,7.6,5.0,4.98
Evolutionary Biology - Intro,7,9,105,Practical,1,9.0,10.0,10.0,8.8,16,10.5,5.0,4.08
Digital Marketing - Concepts,5,8,80,Text,7,7.7,10.0,10.0,8.3,28,17.7,5.0,0.37
Educational Psychology - Theory,6,6,87,Audio,4,8.7,10.0,10.0,8.7,30,19.0,5.0,0.25
Bioinformatics - Lab,5,5,75,Practical,1,9.0,10.0,10.0,9.0,7,14.9,5.0,24.66
AI Narratives - Concepts,7,8,97,Video,10,6.7,10.0,9.9,8.7,7,11.3,5.0,24.66
Dream Analysis - Advanced,5,8,73,Practical,5,8.0,10.0,10.0,9.6,20,5.1,5.0,1.83
Internet of Things - Workshop,3,9,57,Audio,2,8.1,10.0,10.0,9.0,22,5.3,5.0,1.23
Cellular Automata - Theory,3,9,62,Practical,4,7.6,10.0,10.0,9.1,16,7.2,5.0,4.08
Relativity Theory - Theory,6,6,93,Practical,9,7.0,10.0,9.1,8.1,26,20.4,5.0,0.55
Synthetic Biology - Intro,9,6,120,Text,1,9.0,10.0,10.0,8.8,7,12.8,5.0,24.66
Virtual Reality Ethics - Intro,9,6,121,Text,9,6.6,10.0,9.9,9.2,19,9.8,5.0,2.24
Urban Planning - Lab,7,6,98,Video,2,9.0,10.0,10.0,8.6,13,15.1,5.0,7.43
Moral Philosophy - Theory,7,9,96,Practical,8,7.5,10.0,10.0,8.8,26,9.4,5.0,0.55
Digital Archaeology - Advanced,7,7,98,Video,4,8.5,10.0,9.7,8.5,23,11.7,5.0,1.01
Fictional Languages - Concepts,7,9,105,Practical,8,6.9,10.0,9.6,8.6,23,12.4,5.0,1.01
Pharmacology - Intro,7,7,88,Practical,5,9.0,10.0,9.9,9.0,19,11.4,5.0,2.24
Syntax and Semantics - Applications,9,9,114,Video,9,6.8,10.0,10.0,9.0,28,11.1,5.0,0.37
Relativity Theory - Workshop,4,9,67,Video,7,7.9,10.0,10.0,9.1,12,11.2,5.0,9.07
Compiler Design - Advanced,5,6,74,Video,6,7.6,10.0,10.0,9.0,12,10.1,5.0,9.07
Astrophysics - Lab,8,7,112,Video,6,7.2,10.0,10.0,8.9,15,10.8,5.0,4.98
Quantum Theology - Intro,7,8,92,Practical,8,7.1,10.0,10.0,8.6,29,10.1,5.0,0.3
Alien Anthropology - Theory,9,8,126,Text,10,7.7,10.0,9.7,8.9,29,11.9,5.0,0.3
Epidemiology - Workshop,8,8,119,Practical,7,7.9,10.0,10.0,9.0,23,15.7,5.0,1.01
Urban Planning - Workshop,3,6,61,Video,4,8.3,10.0,10.0,9.4,14,0.2,5.0,6.08
Digital Humanities - Applications,9,8,116,Text,6,8.0,10.0,10.0,8.9,12,12.4,5.0,9.07
Visual Perception - Intro,8,9,114,Text,9,6.6,10.0,9.8,9.3,17,11.9,5.0,3.34
Artificial Consciousness - Advanced,9,6,118,Practical,6,8.0,10.0,9.5,8.8,27,7.4,5.0,0.45
Creative Writing - Theory,8,8,105,Text,7,8.4,10.0,10.0,9.1,28,9.9,5.0,0.37
Cultural Studies - Applications,9,6,120,Audio,7,7.1,10.0,10.0,9.5,19,3.4,5.0,2.24
Internet of Things - Applications,5,9,72,Text,7,7.5,10.0,10.0,9.2,15,2.8,5.0,4.98
UX Design - Theory,8,6,106,Video,6,7.9,10.0,10.0,8.8,26,11.8,5.0,0.55
Digital Marketing - Applications,6,8,86,Text,10,6.3,10.0,10.0,9.7,29,4.6,5.0,0.3
Agile Methodologies - Advanced,9,6,119,Video,5,7.8,10.0,9.9,8.9,19,14.4,5.0,2.24
Nanorobotics - Applications,6,5,82,Text,2,9.0,10.0,10.0,8.8,25,12.6,5.0,0.67
Cellular Automata - Lab,9,8,115,Video,5,7.7,10.0,10.0,8.4,20,9.7,5.0,1.83
Interstellar Politics - Concepts,7,9,97,Video,5,8.5,10.0,10.0,9.3,24,13.0,5.0,0.82
Interstellar Politics - Workshop,4,7,72,Video,5,7.9,10.0,10.0,9.0,25,5.0,5.0,0.67
Holographic Computing - Advanced,9,6,120,Text,10,6.4,10.0,9.3,7.9,29,15.2,5.0,0.3
Cultural Studies - Advanced,4,6,78,Text,5,7.5,10.0,10.0,9.3,12,9.4,5.0,9.07
Relativity Theory - Advanced,5,8,75,Audio,5,7.6,10.0,9.9,8.8,25,16.0,5.0,0.67
Ethical Hacking - Theory,4,8,74,Video,4,8.1,10.0,9.9,8.6,10,8.9,5.0,13.53
Cognitive Robotics - Applications,8,5,114,Video,8,6.9,10.0,10.0,8.6,23,8.0,5.0,1.01
Computational Linguistics - Intro,6,9,90,Practical,5,7.5,10.0,9.3,8.3,29,22.6,5.0,0.3
Remote Sensing - Concepts,7,6,100,Video,3,9.0,10.0,10.0,9.0,11,0.0,5.0,11.08
Relativity Theory - Applications,3,6,61,Text,2,9.0,10.0,10.0,9.1,7,0.2,5.0,24.66
Digital Marketing - Intro,8,7,105,Video,6,7.6,10.0,9.6,8.6,18,15.5,5.0,2.73
Game Development - Advanced,6,6,94,Practical,7,7.0,10.0,10.0,8.5,10,10.4,5.0,13.53
Geospatial Analysis - Advanced,6,6,90,Video,7,7.0,10.0,10.0,8.9,26,9.6,5.0,0.55
Behavioral Neuroscience - Workshop,5,5,73,Video,6,7.8,10.0,9.7,9.3,20,0.0,5.0,1.83
Nanorobotics - Intro,8,7,115,Text,3,8.7,10.0,10.0,9.1,13,9.9,5.0,7.43
Cognitive Robotics - Intro,9,6,119,Text,7,6.6,10.0,10.0,8.3,17,13.6,5.0,3.34
Moral Philosophy - Workshop,4,6,70,Practical,5,7.0,10.0,10.0,8.9,22,12.2,5.0,1.23
Quantum Entanglement - Concepts,3,9,47,Practical,6,7.7,10.0,10.0,9.1,28,14.9,5.0,0.37
Holographic Computing - Concepts,3,6,59,Text,1,9.0,10.0,10.0,9.6,16,12.4,5.0,4.08
Lunar Architecture - Lab,9,5,126,Text,6,8.3,10.0,9.1,7.7,26,27.7,5.0,0.55
Cellular Automata - Lab,4,6,66,Text,4,8.0,10.0,10.0,8.2,21,18.7,5.0,1.5
Forensic Science - Intro,9,6,113,Practical,9,7.4,10.0,9.8,8.5,11,15.7,5.0,11.08
Cellular Automata - Workshop,7,8,102,Video,7,7.3,10.0,9.8,8.8,20,5.1,5.0,1.83
Logic Circuits - Applications,4,6,61,Practical,3,8.0,10.0,10.0,9.2,8,9.0,5.0,20.19
Lunar Architecture - Applications,7,7,103,Video,3,9.0,10.0,10.0,9.0,29,7.3,5.0,0.3
Compiler Design - Applications,3,8,58,Practical,2,8.1,10.0,10.0,9.1,15,12.1,5.0,4.98
Psychoacoustics - Applications,8,7,110,Text,8,7.0,10.0,10.0,8.7,15,11.9,5.0,4.98
Forensic Science - Theory,5,7,91,Video,1,8.9,10.0,10.0,8.8,29,17.4,5.0,0.3
Cognitive Robotics - Workshop,6,5,91,Video,1,9.0,10.0,10.0,8.9,13,1.7,5.0,7.43
Remote Sensing - Intro,8,6,103,Practical,8,7.6,10.0,10.0,8.9,14,14.1,5.0,6.08
Geospatial Analysis - Concepts,3,7,60,Video,6,6.8,10.0,10.0,9.3,11,12.0,5.0,11.08
Sustainable Agriculture - Workshop,3,6,63,Video,1,8.9,10.0,10.0,8.5,7,14.4,5.0,24.66
Speech Recognition - Concepts,3,6,49,Practical,3,9.0,10.0,9.2,8.5,22,14.2,5.0,1.23
Astrophysics - Concepts,6,5,89,Practical,8,6.7,10.0,9.4,8.6,18,13.4,5.0,2.73
Quantum Computing - Lab,7,5,91,Practical,6,6.9,10.0,10.0,8.8,16,14.7,5.0,4.08
Sustainable Agriculture - Lab,5,7,80,Video,6,7.5,10.0,10.0,9.1,16,15.4,5.0,4.08
Evolutionary Biology - Workshop,8,7,117,Practical,10,6.2,10.0,10.0,9.0,17,8.0,5.0,3.34
Nanorobotics - Lab,8,8,107,Audio,10,6.9,10.0,9.8,8.8,25,15.9,5.0,0.67
Artificial Consciousness - Lab,5,6,80,Practical,5,8.0,10.0,10.0,8.8,25,9.2,5.0,0.67
3D Animation - Intro,5,6,81,Practical,8,6.7,10.0,10.0,9.3,9,7.4,5.0,16.53
3D Animation - Workshop,7,5,101,Text,7,7.9,10.0,10.0,8.8,21,10.2,5.0,1.5
Geospatial Analysis - Advanced,8,5,110,Video,5,8.0,10.0,10.0,9.4,11,8.0,5.0,11.08
Forensic Science - Concepts,4,7,59,Video,6,7.0,10.0,10.0,8.4,22,15.8,5.0,1.23
Metallurgy - Theory,4,8,70,Practical,2,8.6,10.0,10.0,9.2,19,2.9,5.0,2.24
Quantum Entanglement - Applications,5,8,76,Video,7,7.1,10.0,10.0,9.0,19,6.0,5.0,2.24
Marine Biology - Concepts,3,5,54,Text,2,9.0,10.0,10.0,9.4,19,9.4,5.0,2.24
Logic Circuits - Intro,3,5,60,Audio,2,8.8,10.0,9.7,8.9,29,7.3,5.0,0.3
Mythology - Concepts,6,8,90,Video,9,6.2,10.0,10.0,9.6,22,0.0,5.0,1.23
Fictional Languages - Workshop,4,8,61,Practical,3,8.5,10.0,10.0,9.2,10,11.0,5.0,13.53
Cellular Automata - Intro,3,7,58,Audio,5,8.3,10.0,9.3,8.4,30,19.8,5.0,0.25
Geospatial Analysis - Advanced,9,8,126,Text,10,6.5,10.0,9.1,7.7,16,18.4,5.0,4.08
Virtual Reality Ethics - Intro,5,6,73,Practical,4,8.8,10.0,10.0,8.6,28,9.7,5.0,0.37
Pharmacology - Theory,6,8,90,Video,7,7.8,10.0,9.9,8.7,19,14.1,5.0,2.24
Digital Marketing - Lab,4,9,63,Video,4,8.6,10.0,9.8,9.3,9,11.0,5.0,16.53
Metallurgy - Intro,6,8,98,Practical,5,8.3,10.0,10.0,9.0,16,7.5,5.0,4.08
Photosynthesis - Workshop,3,5,63,Audio,3,9.0,10.0,10.0,8.8,11,10.1,5.0,11.08
Marine Biology - Lab,5,5,75,Video,10,7.0,10.0,9.9,9.2,14,3.9,5.0,6.08
Fictional Languages - Applications,9,9,121,Text,10,6.0,10.0,9.5,8.8,7,19.1,5.0,24.66
Digital Marketing - Advanced,5,6,73,Practical,4,7.8,10.0,10.0,9.0,25,9.7,5.0,0.67
Agile Methodologies - Theory,5,8,70,Text,6,8.0,10.0,9.6,8.2,14,18.7,5.0,6.08
Evolutionary Biology - Concepts,3,8,59,Text,4,7.9,10.0,10.0,8.8,29,10.5,5.0,0.3
Immunology - Lab,9,9,116,Practical,6,7.1,10.0,9.9,9.3,7,5.4,5.0,24.66
Cultural Studies - Applications,9,7,120,Video,6,8.1,10.0,9.3,8.2,18,21.6,5.0,2.73
Cellular Automata - Intro,7,7,91,Text,5,7.8,10.0,9.9,8.7,10,12.9,5.0,13.53
Financial Markets - Applications,8,6,107,Video,2,9.0,10.0,10.0,9.1,27,13.1,5.0,0.45
Relativity Theory - Workshop,8,8,117,Practical,7,7.7,10.0,10.0,9.2,27,12.1,5.0,0.45
Visual Perception - Lab,5,8,87,Video,7,7.4,10.0,10.0,9.1,11,6.4,5.0,11.08
Digital Marketing - Applications,8,8,118,Video,10,6.9,10.0,9.9,8.5,26,10.7,5.0,0.55
